time,activity,lifecycle,payload
2022/08/01 12:13:51.724904720,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:13:51.724929079,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:13:52.225323568,WEED_FOUND,START,
2022/08/01 12:13:52.225357067,WEED_FOUND,STOP,
2022/08/01 12:13:52.225418587,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:13:52.225449557,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:13:52.724788817,WEED_FOUND,START,
2022/08/01 12:13:52.724813586,WEED_FOUND,STOP,
2022/08/01 12:13:52.724848092,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:13:52.724899964,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:13:53.226778457,WEED_FOUND,START,
2022/08/01 12:13:53.226882717,WEED_FOUND,STOP,
2022/08/01 12:13:53.226923834,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:13:53.226946810,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:13:53.726493450,WEED_FOUND,START,
2022/08/01 12:13:53.726574516,WEED_FOUND,STOP,
2022/08/01 12:13:53.726680501,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:13:53.726743742,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:13:54.223829696,WEED_FOUND,START,
2022/08/01 12:13:54.223937761,WEED_FOUND,STOP,
2022/08/01 12:13:54.225297734,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:13:54.226050804,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:13:54.725130287,WEED_FOUND,START,
2022/08/01 12:13:54.725161974,WEED_FOUND,STOP,
2022/08/01 12:13:54.725186015,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:13:54.725209124,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:13:55.225214096,WEED_FOUND,START,
2022/08/01 12:13:55.225244534,WEED_FOUND,STOP,
2022/08/01 12:13:55.225268712,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:13:55.225293969,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:13:55.727018631,WEED_FOUND,START,
2022/08/01 12:13:55.727047186,WEED_FOUND,STOP,
2022/08/01 12:13:55.727073639,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:13:55.727128086,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:13:56.224591739,WEED_FOUND,START,
2022/08/01 12:13:56.224627822,WEED_FOUND,STOP,
2022/08/01 12:13:56.224652989,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:13:56.224680842,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:13:56.724032192,WEED_FOUND,START,
2022/08/01 12:13:56.724070393,WEED_FOUND,STOP,
2022/08/01 12:13:56.724101546,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:13:56.724124652,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:13:57.224013254,WEED_FOUND,START,
2022/08/01 12:13:57.224054789,WEED_FOUND,STOP,
2022/08/01 12:13:57.224101583,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:13:57.224142397,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:13:57.728185257,WEED_FOUND,START,
2022/08/01 12:13:57.728300999,WEED_FOUND,STOP,
2022/08/01 12:13:57.728417948,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:13:57.728462322,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:13:58.250790975,WEED_FOUND,START,
2022/08/01 12:13:58.250829616,WEED_FOUND,STOP,
2022/08/01 12:13:58.250872571,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:13:58.250920103,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:13:58.731819263,WEED_FOUND,START,
2022/08/01 12:13:58.732546272,WEED_FOUND,STOP,
2022/08/01 12:13:58.732732605,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:13:58.732928915,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:13:59.224056798,WEED_FOUND,START,
2022/08/01 12:13:59.224111146,WEED_FOUND,STOP,
2022/08/01 12:13:59.224143608,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:13:59.224195056,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:13:59.723663288,WEED_FOUND,START,
2022/08/01 12:13:59.726009497,WEED_FOUND,STOP,
2022/08/01 12:13:59.726072552,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:13:59.726133883,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:00.224579435,WEED_FOUND,START,
2022/08/01 12:14:00.224611374,WEED_FOUND,STOP,
2022/08/01 12:14:00.224634607,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:00.224657202,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:00.723648147,WEED_FOUND,START,
2022/08/01 12:14:00.723682899,WEED_FOUND,STOP,
2022/08/01 12:14:00.723969086,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:00.724003716,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:01.223548245,WEED_FOUND,START,
2022/08/01 12:14:01.224087021,WEED_FOUND,STOP,
2022/08/01 12:14:01.224113249,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:01.224137400,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:01.726000267,WEED_FOUND,START,
2022/08/01 12:14:01.726047908,WEED_FOUND,STOP,
2022/08/01 12:14:01.726094444,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:01.726117224,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:02.225037581,WEED_FOUND,START,
2022/08/01 12:14:02.225106264,WEED_FOUND,STOP,
2022/08/01 12:14:02.225130253,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:02.225154240,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:02.723525668,WEED_FOUND,START,
2022/08/01 12:14:02.725701649,WEED_FOUND,STOP,
2022/08/01 12:14:02.725779293,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:02.725851640,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:03.227492578,WEED_FOUND,START,
2022/08/01 12:14:03.227653833,WEED_FOUND,STOP,
2022/08/01 12:14:03.228505309,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:03.228731995,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:03.723970048,WEED_FOUND,START,
2022/08/01 12:14:03.724787219,WEED_FOUND,STOP,
2022/08/01 12:14:03.724814529,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:03.724839162,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:04.224295996,WEED_FOUND,START,
2022/08/01 12:14:04.224347024,WEED_FOUND,STOP,
2022/08/01 12:14:04.224552008,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:04.224595309,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:04.728747440,WEED_FOUND,START,
2022/08/01 12:14:04.728911735,WEED_FOUND,STOP,
2022/08/01 12:14:04.728987921,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:04.729241597,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:05.227140511,WEED_FOUND,START,
2022/08/01 12:14:05.227363519,WEED_FOUND,STOP,
2022/08/01 12:14:05.227487957,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:05.227583425,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:05.723615200,WEED_FOUND,START,
2022/08/01 12:14:05.724156764,WEED_FOUND,STOP,
2022/08/01 12:14:05.724180519,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:05.724203653,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:06.233672975,WEED_FOUND,START,
2022/08/01 12:14:06.233721158,WEED_FOUND,STOP,
2022/08/01 12:14:06.233807634,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:06.233857330,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:06.723511853,WEED_FOUND,START,
2022/08/01 12:14:06.724060394,WEED_FOUND,STOP,
2022/08/01 12:14:06.724127461,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:06.724149372,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:07.225081745,WEED_FOUND,START,
2022/08/01 12:14:07.225132318,WEED_FOUND,STOP,
2022/08/01 12:14:07.225334216,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:07.225397359,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:07.725642688,WEED_FOUND,START,
2022/08/01 12:14:07.725684711,WEED_FOUND,STOP,
2022/08/01 12:14:07.725723693,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:07.725944523,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:08.224019323,WEED_FOUND,START,
2022/08/01 12:14:08.224098684,WEED_FOUND,STOP,
2022/08/01 12:14:08.224127557,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:08.224152720,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:08.723532976,WEED_FOUND,START,
2022/08/01 12:14:08.723569611,WEED_FOUND,STOP,
2022/08/01 12:14:08.724220418,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:08.724257939,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:09.223473780,WEED_FOUND,START,
2022/08/01 12:14:09.224111535,WEED_FOUND,STOP,
2022/08/01 12:14:09.224199079,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:09.224244247,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:09.724138534,WEED_FOUND,START,
2022/08/01 12:14:09.724165945,WEED_FOUND,STOP,
2022/08/01 12:14:09.724190762,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:09.724214525,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:10.224085108,WEED_FOUND,START,
2022/08/01 12:14:10.224186649,WEED_FOUND,STOP,
2022/08/01 12:14:10.224239006,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:10.224330317,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:10.723921851,WEED_FOUND,START,
2022/08/01 12:14:10.723948078,WEED_FOUND,STOP,
2022/08/01 12:14:10.723986057,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:10.724017056,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:11.226319542,WEED_FOUND,START,
2022/08/01 12:14:11.226369305,WEED_FOUND,STOP,
2022/08/01 12:14:11.226415048,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:11.226442380,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:11.723575333,WEED_FOUND,START,
2022/08/01 12:14:11.724830948,WEED_FOUND,STOP,
2022/08/01 12:14:11.724856331,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:11.724894505,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:12.225828316,WEED_FOUND,START,
2022/08/01 12:14:12.225968653,WEED_FOUND,STOP,
2022/08/01 12:14:12.226103011,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:12.226236398,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:12.723948987,WEED_FOUND,START,
2022/08/01 12:14:12.724025425,WEED_FOUND,STOP,
2022/08/01 12:14:12.725417536,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:12.725442376,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:13.224850216,WEED_FOUND,START,
2022/08/01 12:14:13.224882107,WEED_FOUND,STOP,
2022/08/01 12:14:13.224905433,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:13.224927808,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:13.728613380,WEED_FOUND,START,
2022/08/01 12:14:13.731997017,WEED_FOUND,STOP,
2022/08/01 12:14:13.732245398,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:13.733571635,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:14.225669357,WEED_FOUND,START,
2022/08/01 12:14:14.225786811,WEED_FOUND,STOP,
2022/08/01 12:14:14.225842495,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:14.225881760,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:14.725066606,WEED_FOUND,START,
2022/08/01 12:14:14.725088801,WEED_FOUND,STOP,
2022/08/01 12:14:14.725110492,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:14.725131533,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:15.223603970,WEED_FOUND,START,
2022/08/01 12:14:15.224135964,WEED_FOUND,STOP,
2022/08/01 12:14:15.224162912,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:15.224186451,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:15.728859044,WEED_FOUND,START,
2022/08/01 12:14:15.729391645,WEED_FOUND,STOP,
2022/08/01 12:14:15.729696187,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:15.730376287,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:16.224102561,WEED_FOUND,START,
2022/08/01 12:14:16.224144293,WEED_FOUND,STOP,
2022/08/01 12:14:16.224182883,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:16.224321620,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:16.729989029,WEED_FOUND,START,
2022/08/01 12:14:16.730039119,WEED_FOUND,STOP,
2022/08/01 12:14:16.730061985,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:16.730085235,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:17.223383154,WEED_FOUND,START,
2022/08/01 12:14:17.224518976,WEED_FOUND,STOP,
2022/08/01 12:14:17.224545999,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:17.224579482,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:17.723809119,WEED_FOUND,START,
2022/08/01 12:14:17.723872431,WEED_FOUND,STOP,
2022/08/01 12:14:17.723922539,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:17.723990106,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:18.224652659,WEED_FOUND,START,
2022/08/01 12:14:18.224675407,WEED_FOUND,STOP,
2022/08/01 12:14:18.224697730,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:18.224720124,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:18.723741278,WEED_FOUND,START,
2022/08/01 12:14:18.723788383,WEED_FOUND,STOP,
2022/08/01 12:14:18.723821001,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:18.723845520,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:19.225627665,WEED_FOUND,START,
2022/08/01 12:14:19.225677320,WEED_FOUND,STOP,
2022/08/01 12:14:19.225699913,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:19.225722853,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:19.723773258,WEED_FOUND,START,
2022/08/01 12:14:19.723801093,WEED_FOUND,STOP,
2022/08/01 12:14:19.723844336,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:19.723869324,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:20.229291680,WEED_FOUND,START,
2022/08/01 12:14:20.229381054,WEED_FOUND,STOP,
2022/08/01 12:14:20.229593912,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:20.229682442,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:20.723727600,WEED_FOUND,START,
2022/08/01 12:14:20.723754620,WEED_FOUND,STOP,
2022/08/01 12:14:20.723795453,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:20.723828776,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:21.224268557,WEED_FOUND,START,
2022/08/01 12:14:21.224442353,WEED_FOUND,STOP,
2022/08/01 12:14:21.224507521,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:21.224574436,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:21.726742072,WEED_FOUND,START,
2022/08/01 12:14:21.726820876,WEED_FOUND,STOP,
2022/08/01 12:14:21.726862300,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:21.726902483,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:22.224202331,WEED_FOUND,START,
2022/08/01 12:14:22.224255185,WEED_FOUND,STOP,
2022/08/01 12:14:22.224304466,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:22.224353932,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:22.723975484,WEED_FOUND,START,
2022/08/01 12:14:22.724021816,WEED_FOUND,STOP,
2022/08/01 12:14:22.724047731,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:22.724071262,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:23.224152678,WEED_FOUND,START,
2022/08/01 12:14:23.224179361,WEED_FOUND,STOP,
2022/08/01 12:14:23.224204229,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:23.224227700,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:23.724367259,WEED_FOUND,START,
2022/08/01 12:14:23.725228521,WEED_FOUND,STOP,
2022/08/01 12:14:23.725374619,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:23.725879647,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:24.223729035,WEED_FOUND,START,
2022/08/01 12:14:24.223754337,WEED_FOUND,STOP,
2022/08/01 12:14:24.225174640,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:24.225430555,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:24.723643885,WEED_FOUND,START,
2022/08/01 12:14:24.723877552,WEED_FOUND,STOP,
2022/08/01 12:14:24.723949170,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:24.724006838,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:25.224586396,WEED_FOUND,START,
2022/08/01 12:14:25.224632600,WEED_FOUND,STOP,
2022/08/01 12:14:25.224655376,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:25.224697119,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:25.726025669,WEED_FOUND,START,
2022/08/01 12:14:25.726062029,WEED_FOUND,STOP,
2022/08/01 12:14:25.726100288,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:25.726129529,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:26.223598807,WEED_FOUND,START,
2022/08/01 12:14:26.223877798,WEED_FOUND,STOP,
2022/08/01 12:14:26.223902250,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:26.223925397,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:26.724679062,WEED_FOUND,START,
2022/08/01 12:14:26.726114863,WEED_FOUND,STOP,
2022/08/01 12:14:26.726166950,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:26.726216829,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:27.224206196,WEED_FOUND,START,
2022/08/01 12:14:27.224290445,WEED_FOUND,STOP,
2022/08/01 12:14:27.224368434,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:27.224433711,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:27.725649317,WEED_FOUND,START,
2022/08/01 12:14:27.725749588,WEED_FOUND,STOP,
2022/08/01 12:14:27.725778961,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:27.725802907,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:28.223653200,WEED_FOUND,START,
2022/08/01 12:14:28.223681499,WEED_FOUND,STOP,
2022/08/01 12:14:28.223707967,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:28.223733557,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:28.725305492,WEED_FOUND,START,
2022/08/01 12:14:28.725344535,WEED_FOUND,STOP,
2022/08/01 12:14:28.725380908,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:28.725413826,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:29.227602164,WEED_FOUND,START,
2022/08/01 12:14:29.227643473,WEED_FOUND,STOP,
2022/08/01 12:14:29.227667721,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:29.227690890,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:29.723984604,WEED_FOUND,START,
2022/08/01 12:14:29.724011467,WEED_FOUND,STOP,
2022/08/01 12:14:29.724034350,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:29.724056561,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:30.223907270,WEED_FOUND,START,
