time,activity,lifecycle,payload
2022/08/01 12:14:30.223933698,WEED_FOUND,STOP,
2022/08/01 12:14:30.223956097,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:30.223978342,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:30.723970701,WEED_FOUND,START,
2022/08/01 12:14:30.724034570,WEED_FOUND,STOP,
2022/08/01 12:14:30.726210946,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:30.726307691,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:31.223930390,WEED_FOUND,START,
2022/08/01 12:14:31.224773865,WEED_FOUND,STOP,
2022/08/01 12:14:31.225529332,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:31.225733975,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:31.723559357,WEED_FOUND,START,
2022/08/01 12:14:31.723600640,WEED_FOUND,STOP,
2022/08/01 12:14:31.723949658,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:31.723987320,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:32.223630714,WEED_FOUND,START,
2022/08/01 12:14:32.223677271,WEED_FOUND,STOP,
2022/08/01 12:14:32.224882388,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:32.224911486,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:32.723666320,WEED_FOUND,START,
2022/08/01 12:14:32.723692542,WEED_FOUND,STOP,
2022/08/01 12:14:32.723715414,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:32.724282030,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:33.224001368,WEED_FOUND,START,
2022/08/01 12:14:33.224482046,WEED_FOUND,STOP,
2022/08/01 12:14:33.225494712,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:33.225531588,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:33.724972711,WEED_FOUND,START,
2022/08/01 12:14:33.725004938,WEED_FOUND,STOP,
2022/08/01 12:14:33.725028487,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:33.725050952,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:34.225422242,WEED_FOUND,START,
2022/08/01 12:14:34.225450101,WEED_FOUND,STOP,
2022/08/01 12:14:34.225536045,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:34.225622512,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:34.724255019,WEED_FOUND,START,
2022/08/01 12:14:34.724283353,WEED_FOUND,STOP,
2022/08/01 12:14:34.724306478,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:34.724344468,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:35.225703445,WEED_FOUND,START,
2022/08/01 12:14:35.225767324,WEED_FOUND,STOP,
2022/08/01 12:14:35.225814363,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:35.225851567,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:35.723938933,WEED_FOUND,START,
2022/08/01 12:14:35.723981096,WEED_FOUND,STOP,
2022/08/01 12:14:35.724005027,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:35.724026757,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:36.224866938,WEED_FOUND,START,
2022/08/01 12:14:36.224921123,WEED_FOUND,STOP,
2022/08/01 12:14:36.236434873,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:36.236627004,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:36.724184433,WEED_FOUND,START,
2022/08/01 12:14:36.724463387,WEED_FOUND,STOP,
2022/08/01 12:14:36.724487338,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:36.724510630,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:37.225825399,WEED_FOUND,START,
2022/08/01 12:14:37.225861163,WEED_FOUND,STOP,
2022/08/01 12:14:37.225891525,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:37.225921943,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:37.725377409,WEED_FOUND,START,
2022/08/01 12:14:37.725434516,WEED_FOUND,STOP,
2022/08/01 12:14:37.725549683,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:37.725571404,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:38.224665805,WEED_FOUND,START,
2022/08/01 12:14:38.224830549,WEED_FOUND,STOP,
2022/08/01 12:14:38.224893305,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:38.225024274,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:38.724454235,WEED_FOUND,START,
2022/08/01 12:14:38.725715446,WEED_FOUND,STOP,
2022/08/01 12:14:38.725740061,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:38.726093305,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:39.224208208,WEED_FOUND,START,
2022/08/01 12:14:39.224235251,WEED_FOUND,STOP,
2022/08/01 12:14:39.224257904,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:39.224606065,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:39.725137364,WEED_FOUND,START,
2022/08/01 12:14:39.725168528,WEED_FOUND,STOP,
2022/08/01 12:14:39.725192372,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:39.725228867,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:40.224179956,WEED_FOUND,START,
2022/08/01 12:14:40.224245687,WEED_FOUND,STOP,
2022/08/01 12:14:40.224318966,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:40.224342384,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:40.723649643,WEED_FOUND,START,
2022/08/01 12:14:40.724014906,WEED_FOUND,STOP,
2022/08/01 12:14:40.724039858,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:40.724063313,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:41.224113831,WEED_FOUND,START,
2022/08/01 12:14:41.224179360,WEED_FOUND,STOP,
2022/08/01 12:14:41.224283245,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:41.224333628,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:41.723775519,WEED_FOUND,START,
2022/08/01 12:14:41.723818784,WEED_FOUND,STOP,
2022/08/01 12:14:41.723840009,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:41.723882596,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:42.225660721,WEED_FOUND,START,
2022/08/01 12:14:42.225697582,WEED_FOUND,STOP,
2022/08/01 12:14:42.225767088,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:42.225795257,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:42.723559168,WEED_FOUND,START,
2022/08/01 12:14:42.725978193,WEED_FOUND,STOP,
2022/08/01 12:14:42.726134802,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:42.726248803,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:43.223786757,WEED_FOUND,START,
2022/08/01 12:14:43.223872069,WEED_FOUND,STOP,
2022/08/01 12:14:43.223940729,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:43.224007058,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:43.723527717,WEED_FOUND,START,
2022/08/01 12:14:43.724093398,WEED_FOUND,STOP,
2022/08/01 12:14:43.724253613,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:43.724306718,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:44.224965469,WEED_FOUND,START,
2022/08/01 12:14:44.225019191,WEED_FOUND,STOP,
2022/08/01 12:14:44.225438613,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:44.225462771,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:44.723628832,WEED_FOUND,START,
2022/08/01 12:14:44.724519163,WEED_FOUND,STOP,
2022/08/01 12:14:44.725173493,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:44.725198807,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:45.225094817,WEED_FOUND,START,
2022/08/01 12:14:45.225125230,WEED_FOUND,STOP,
2022/08/01 12:14:45.225149897,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:45.225173328,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:45.723524299,WEED_FOUND,START,
2022/08/01 12:14:45.723567872,WEED_FOUND,STOP,
2022/08/01 12:14:45.725474477,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:45.725502477,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:46.223935439,WEED_FOUND,START,
2022/08/01 12:14:46.223977636,WEED_FOUND,STOP,
2022/08/01 12:14:46.224001700,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:46.224024389,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:46.724091417,WEED_FOUND,START,
2022/08/01 12:14:46.724140268,WEED_FOUND,STOP,
2022/08/01 12:14:46.724185458,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:46.724237519,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:47.224365009,WEED_FOUND,START,
2022/08/01 12:14:47.224420142,WEED_FOUND,STOP,
2022/08/01 12:14:47.224470391,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:47.224516836,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:47.723807447,WEED_FOUND,START,
2022/08/01 12:14:47.723930019,WEED_FOUND,STOP,
2022/08/01 12:14:47.723984951,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:47.724007459,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:48.224468483,WEED_FOUND,START,
2022/08/01 12:14:48.224502165,WEED_FOUND,STOP,
2022/08/01 12:14:48.224525495,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:48.224548677,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:48.724081551,WEED_FOUND,START,
2022/08/01 12:14:48.724111621,WEED_FOUND,STOP,
2022/08/01 12:14:48.724135367,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:48.724157462,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:49.223880990,WEED_FOUND,START,
2022/08/01 12:14:49.242957778,WEED_FOUND,STOP,
2022/08/01 12:14:49.243345798,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:49.243433607,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:49.730739812,WEED_FOUND,START,
2022/08/01 12:14:49.730847464,WEED_FOUND,STOP,
2022/08/01 12:14:49.730900588,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:49.730990979,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:50.226230235,WEED_FOUND,START,
2022/08/01 12:14:50.226342396,WEED_FOUND,STOP,
2022/08/01 12:14:50.226446714,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:50.226497306,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:50.724785578,WEED_FOUND,START,
2022/08/01 12:14:50.725460742,WEED_FOUND,STOP,
2022/08/01 12:14:50.725668945,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:50.725695491,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:51.223487878,WEED_FOUND,START,
2022/08/01 12:14:51.223900497,WEED_FOUND,STOP,
2022/08/01 12:14:51.223943783,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:51.223972774,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:51.723492792,WEED_FOUND,START,
2022/08/01 12:14:51.724790648,WEED_FOUND,STOP,
2022/08/01 12:14:51.725553692,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:51.725609146,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:52.223703408,WEED_FOUND,START,
2022/08/01 12:14:52.223734590,WEED_FOUND,STOP,
2022/08/01 12:14:52.225504394,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:52.225573556,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:52.725192081,WEED_FOUND,START,
2022/08/01 12:14:52.725377688,WEED_FOUND,STOP,
2022/08/01 12:14:52.725444125,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:52.725563096,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:53.224287641,WEED_FOUND,START,
2022/08/01 12:14:53.224341359,WEED_FOUND,STOP,
2022/08/01 12:14:53.224375011,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:53.224397660,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:53.726067774,WEED_FOUND,START,
2022/08/01 12:14:53.726108712,WEED_FOUND,STOP,
2022/08/01 12:14:53.726146538,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:53.726168093,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:54.223471676,WEED_FOUND,START,
2022/08/01 12:14:54.223961473,WEED_FOUND,STOP,
2022/08/01 12:14:54.223984996,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:54.224007219,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:54.725762627,WEED_FOUND,START,
2022/08/01 12:14:54.725858225,WEED_FOUND,STOP,
2022/08/01 12:14:54.725953277,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:54.726003934,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:55.225975345,WEED_FOUND,START,
2022/08/01 12:14:55.226042297,WEED_FOUND,STOP,
2022/08/01 12:14:55.226084560,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:55.226143444,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:55.725094130,WEED_FOUND,START,
2022/08/01 12:14:55.725165515,WEED_FOUND,STOP,
2022/08/01 12:14:55.725210040,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:55.725294260,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:56.225620747,WEED_FOUND,START,
2022/08/01 12:14:56.225653571,WEED_FOUND,STOP,
2022/08/01 12:14:56.225710739,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:56.225744498,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:56.724591728,WEED_FOUND,START,
2022/08/01 12:14:56.724615916,WEED_FOUND,STOP,
2022/08/01 12:14:56.725618032,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:56.725710479,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:57.224432128,WEED_FOUND,START,
2022/08/01 12:14:57.224457695,WEED_FOUND,STOP,
2022/08/01 12:14:57.224480994,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:57.224505405,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:57.723532837,WEED_FOUND,START,
2022/08/01 12:14:57.723964911,WEED_FOUND,STOP,
2022/08/01 12:14:57.723990398,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:57.724026856,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:58.223828037,WEED_FOUND,START,
2022/08/01 12:14:58.225426058,WEED_FOUND,STOP,
2022/08/01 12:14:58.225495100,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:58.225560479,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:58.724214419,WEED_FOUND,START,
2022/08/01 12:14:58.724270152,WEED_FOUND,STOP,
2022/08/01 12:14:58.724298059,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:58.724347461,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:59.225598439,WEED_FOUND,START,
2022/08/01 12:14:59.225737455,WEED_FOUND,STOP,
2022/08/01 12:14:59.225867545,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:59.226005402,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:59.723526417,WEED_FOUND,START,
2022/08/01 12:14:59.723551136,WEED_FOUND,STOP,
2022/08/01 12:14:59.724040810,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:14:59.724078587,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:15:00.224059578,WEED_FOUND,START,
2022/08/01 12:15:00.224085964,WEED_FOUND,STOP,
2022/08/01 12:15:00.224108819,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:15:00.224131869,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:15:00.724252591,WEED_FOUND,START,
2022/08/01 12:15:00.724323833,WEED_FOUND,STOP,
2022/08/01 12:15:00.724362575,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:15:00.725432091,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:15:01.223991200,WEED_FOUND,START,
2022/08/01 12:15:01.224851964,WEED_FOUND,STOP,
2022/08/01 12:15:01.224893020,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:15:01.224927447,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:15:01.724419254,WEED_FOUND,START,
2022/08/01 12:15:01.724453800,WEED_FOUND,STOP,
2022/08/01 12:15:01.724501556,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:15:01.724526168,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:15:02.223749440,WEED_FOUND,START,
2022/08/01 12:15:02.223796087,WEED_FOUND,STOP,
2022/08/01 12:15:02.223819283,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:15:02.224726659,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:15:02.724054787,WEED_FOUND,START,
2022/08/01 12:15:02.724082721,WEED_FOUND,STOP,
2022/08/01 12:15:02.724632870,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:15:02.724672371,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:15:03.225040723,WEED_FOUND,START,
2022/08/01 12:15:03.225065566,WEED_FOUND,STOP,
2022/08/01 12:15:03.225368020,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:15:03.225403422,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:15:03.724201410,WEED_FOUND,START,
2022/08/01 12:15:03.724229093,WEED_FOUND,STOP,
2022/08/01 12:15:03.724251603,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:15:03.724273483,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:15:04.224775886,WEED_FOUND,START,
2022/08/01 12:15:04.224826256,WEED_FOUND,STOP,
2022/08/01 12:15:04.224850072,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:15:04.224873667,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:15:04.724107524,WEED_FOUND,START,
2022/08/01 12:15:04.724174252,WEED_FOUND,STOP,
2022/08/01 12:15:04.724240397,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:15:04.724371370,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:15:05.223858994,WEED_FOUND,START,
2022/08/01 12:15:05.223910341,WEED_FOUND,STOP,
2022/08/01 12:15:05.224915013,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:15:05.224963842,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:15:05.723654193,WEED_FOUND,START,
2022/08/01 12:15:05.724306185,WEED_FOUND,STOP,
2022/08/01 12:15:05.724331581,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:15:05.724354493,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:15:06.224172650,WEED_FOUND,START,
2022/08/01 12:15:06.224219022,WEED_FOUND,STOP,
2022/08/01 12:15:06.224240487,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:15:06.224263549,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:15:06.723596856,WEED_FOUND,START,
2022/08/01 12:15:06.723654818,WEED_FOUND,STOP,
2022/08/01 12:15:06.725001037,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:15:06.725284990,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:15:07.223777983,WEED_FOUND,START,
2022/08/01 12:15:07.223804368,WEED_FOUND,STOP,
2022/08/01 12:15:07.223827589,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:15:07.223850708,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:15:07.725045463,WEED_FOUND,START,
2022/08/01 12:15:07.725159896,WEED_FOUND,STOP,
2022/08/01 12:15:07.725290362,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:15:07.725422053,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:15:08.223801127,WEED_FOUND,START,
2022/08/01 12:15:08.223855415,WEED_FOUND,STOP,
2022/08/01 12:15:08.225177483,WEED_POSITION,START,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
2022/08/01 12:15:08.225207199,WEED_POSITION,STOP,"{ weed: {x: 8.931670931058628, y: 5.295894420676311} }"
