time,x,y,z
2022/08/01 12:11:08.537362557,1.337116308565989e-14,5.000000000000022,0.02499999999951015
2022/08/01 12:11:08.649506511,1.3936922375742629e-14,5.000000000000022,0.02499999999951015
2022/08/01 12:11:08.753530296,1.337116301123549e-14,5.000000000000022,0.02499999999951015
2022/08/01 12:11:08.869217306,1.3936922226505129e-14,5.000000000000022,0.02499999999951015
2022/08/01 12:11:08.976529063,1.3371163030210406e-14,5.000000000000022,0.02499999999951015
2022/08/01 12:11:09.79084986,1.3936922607290015e-14,5.000000000000022,0.02499999999951015
2022/08/01 12:11:09.183907358,1.337116296919717e-14,5.000000000000022,0.02499999999951015
2022/08/01 12:11:09.287002820,1.3936922110505203e-14,5.000000000000022,0.02499999999951015
2022/08/01 12:11:09.390429085,1.3371163055495231e-14,5.000000000000022,0.02499999999951015
2022/08/01 12:11:09.493393541,1.39369220169939e-14,5.000000000000022,0.02499999999951015
2022/08/01 12:11:09.605133722,1.337116309281138e-14,5.000000000000022,0.02499999999951015
2022/08/01 12:11:09.710320568,1.3936922390033768e-14,5.000000000000022,0.02499999999951015
2022/08/01 12:11:09.812642878,1.33711626930747e-14,5.000000000000022,0.02499999999951015
2022/08/01 12:11:09.919013140,1.3936922217466261e-14,5.000000000000022,0.02499999999951015
2022/08/01 12:11:10.27971352,1.337116315448947e-14,5.000000000000022,0.02499999999951015
2022/08/01 12:11:10.129520177,1.393692216545321e-14,5.000000000000022,0.02499999999951015
2022/08/01 12:11:10.234057868,1.3371163236712781e-14,5.000000000000022,0.02499999999951015
2022/08/01 12:11:10.337661289,1.3936922409521836e-14,5.000000000000022,0.02499999999951015
2022/08/01 12:11:10.439467503,1.3371163036985495e-14,5.000000000000022,0.02499999999951015
2022/08/01 12:11:10.547214831,1.393692298568133e-14,5.000000000000022,0.02499999999951015
2022/08/01 12:11:10.658002058,1.3371162901708475e-14,5.000000000000022,0.02499999999951015
2022/08/01 12:11:10.764384836,1.3936922064702615e-14,5.000000000000022,0.02499999999951015
2022/08/01 12:11:10.866536992,1.3371163241806986e-14,5.000000000000022,0.02499999999951015
2022/08/01 12:11:10.970801193,1.3936922212227688e-14,5.000000000000022,0.02499999999951015
2022/08/01 12:11:11.71721126,1.3371162982145974e-14,5.000000000000022,0.02499999999951015
2022/08/01 12:11:11.175283830,1.3936922493076779e-14,5.000000000000022,0.02499999999951015
2022/08/01 12:11:11.279320875,1.337116294214826e-14,5.000000000000022,0.02499999999951015
2022/08/01 12:11:11.384811597,1.3936922299397789e-14,5.000000000000022,0.02499999999951015
2022/08/01 12:11:11.486115818,1.337116306505153e-14,5.000000000000022,0.02499999999951015
2022/08/01 12:11:11.588836573,1.393692197892265e-14,5.000000000000022,0.02499999999951015
2022/08/01 12:11:11.695511896,1.3371162745878422e-14,5.000000000000022,0.02499999999951015
2022/08/01 12:11:11.798729365,1.3936922310179556e-14,5.000000000000022,0.02499999999951015
2022/08/01 12:11:11.904937085,1.337116298984946e-14,5.000000000000022,0.02499999999951015
2022/08/01 12:11:12.7463861,1.3936922379213276e-14,5.000000000000022,0.02499999999951015
2022/08/01 12:11:12.115138126,1.3371162666654442e-14,5.000000000000022,0.02499999999951015
2022/08/01 12:11:12.217445349,1.393692232417862e-14,5.000000000000022,0.02499999999951015
2022/08/01 12:11:12.323932763,1.3371162828815067e-14,5.000000000000022,0.02499999999951015
2022/08/01 12:11:12.427605986,1.3936922227113364e-14,5.000000000000022,0.02499999999951015
2022/08/01 12:11:12.533485005,1.337116279384742e-14,5.000000000000022,0.02499999999951015
2022/08/01 12:11:12.646262885,1.393692243791313e-14,5.000000000000022,0.02499999999951015
2022/08/01 12:11:12.788747081,1.3371162973658831e-14,5.000000000000022,0.02499999999951015
2022/08/01 12:11:12.918111907,1.3936922218531378e-14,5.000000000000022,0.02499999999951015
2022/08/01 12:11:13.89904378,1.3371162979351894e-14,5.000000000000022,0.02499999999951015
2022/08/01 12:11:13.323155120,1.3936922210090962e-14,5.000000000000022,0.02499999999951015
2022/08/01 12:11:13.615321812,1.3371162833627056e-14,5.000000000000022,0.02499999999951015
2022/08/01 12:11:13.844024090,1.3936922083736674e-14,5.000000000000022,0.02499999999951015
2022/08/01 12:11:14.151036597,1.3371163193438007e-14,5.000000000000022,0.02499999999951015
2022/08/01 12:11:14.378027859,1.3936922340427573e-14,5.000000000000022,0.02499999999951015
2022/08/01 12:11:14.581425541,1.3371162554653162e-14,5.000000000000022,0.02499999999951015
2022/08/01 12:11:14.748234933,5.4794592866085976e-14,5.000000000000022,0.027922380648008158
2022/08/01 12:11:14.871605996,9.908090770578239e-14,5.000000000000022,0.039325535442482476
2022/08/01 12:11:14.975672637,1.3532110864818333e-13,5.000000000000022,0.05786675281613373
2022/08/01 12:11:15.87425622,1.6501339366937562e-13,5.000000000000022,0.08223950131869612
2022/08/01 12:11:15.199002700,1.8937707468585683e-13,5.000000000000022,0.11137639344289943
2022/08/01 12:11:15.311383493,2.094044770497169e-13,5.000000000000022,0.1444054133712562
2022/08/01 12:11:15.421958159,2.2590318337987004e-13,5.000000000000022,0.1806141566763502
2022/08/01 12:11:15.529990768,2.395304176518625e-13,5.000000000000022,0.21942061548857092
2022/08/01 12:11:15.642187886,0.054600000000250934,5.000000000000022,0.2603493110668376
2022/08/01 12:11:15.755899644,0.05520000000025999,5.000000000000022,0.30301179499829395
2022/08/01 12:11:15.873870581,0.053400000000268295,5.000000000000022,0.3470907194050778
2022/08/01 12:11:15.997840332,0.1008000000002742,5.000000000000022,0.392326822896873
2022/08/01 12:11:16.114674679,0.05160000000028037,5.000000000000022,0.4385082985791068
2022/08/01 12:11:16.232855946,0.05520000000028523,5.000000000000022,0.4854621081118499
2022/08/01 12:11:16.346180953,0.04920000000028888,5.000000000000022,0.5330468856196147
2022/08/01 12:11:16.460138203,0.05400000000029238,5.000000000000022,0.5811471404500929
2022/08/01 12:11:16.575709534,0.05340000000029522,5.000000000000022,0.6296685210440834
2022/08/01 12:11:16.685322417,0.10740000000029835,5.000000000000022,0.6785339456937088
2022/08/01 12:11:16.802133326,0.05280000000030062,5.000000000000022,0.7276804415160639
2022/08/01 12:11:16.910157978,0.0558000000003027,5.000000000000022,0.7770565620124856
2022/08/01 12:11:17.60649936,0.05160000000030484,5.000000000000022,0.826620277310709
2022/08/01 12:11:17.150074004,0.04800000000030649,5.000000000000022,0.8763372505713259
2022/08/01 12:11:17.258062774,0.056400000000307746,5.000000000000022,0.9261794298760964
2022/08/01 12:11:17.365756947,0.05700000000031003,5.000000000000022,0.9761238978531652
2022/08/01 12:11:17.489801233,0.1032000000003104,5.000000000000022,1.0261519318637369
2022/08/01 12:11:17.598333751,0.05640000000031322,5.000000000000022,1.076248236209613
2022/08/01 12:11:17.706042886,0.05760000000031389,5.000000000000022,1.1264003148753527
2022/08/01 12:11:17.809919619,0.056400000000314775,5.000000000000022,1.1765979590820042
2022/08/01 12:11:17.915607761,0.058800000000316835,5.000000000000022,1.226832828637591
2022/08/01 12:11:18.21029619,0.05760000000031765,5.000000000000022,1.2722750593399828
2022/08/01 12:11:18.130718635,3.1875272344740147e-13,5.000000000000022,1.3093815514009919
2022/08/01 12:11:18.242793152,3.1982794210115296e-13,5.000000000000022,1.3396780556213927
2022/08/01 12:11:18.351297326,3.2081437625664893e-13,5.000000000000022,1.3644110535486629
2022/08/01 12:11:18.463206955,3.2170843345228124e-13,5.000000000000022,1.3845988741572408
2022/08/01 12:11:18.574429927,3.22510810850244e-13,5.000000000000022,1.4010734542714443
2022/08/01 12:11:18.694760634,3.232250452714668e-13,5.000000000000022,1.4145144552748041
2022/08/01 12:11:18.840223132,3.2385645031210525e-13,5.000000000000022,1.425477135190242
2022/08/01 12:11:18.957189156,3.244113474185462e-13,5.000000000000022,1.4344151191309167
